lead_id,student_id,lead_created_date,lead_source,marketing_cost,region,device_type,contact_attempts,response_time_hours,lead_stage,contacted_date,demo_date,followup_count,sales_cycle_days,contract_date,contract_value,payment_plan,discount_percent,course_category,course_level,renewal_flag,sales_rep,team,tenure_months,quota_monthly,churn_risk_score,CLV_estimate,probability_to_renew
2359,58784,2024-03-17,Website,7.0,HN,Mobile,2,23.5,Contacted,2024-03-19,2024-03-21,7,15,,0,,0,,,0,Hoa,Delta,41,20240,0.435,0.0,0.73
2360,8421,2024-10-30,Facebook,10.74,DN,Desktop,1,30.6,New,2024-11-02,2024-11-08,9,9,,0,,0,,,0,Lan,Gamma,17,40829,0.885,0.0,0.567
2361,87936,2024-09-12,Google Ads,8.52,HCM,Mobile,5,67.1,New,2024-09-16,2024-09-16,0,39,,0,,0,,,0,Vy,Gamma,14,56344,0.246,0.0,0.933
2362,18727,2024-04-11,Website,1.26,HN,Desktop,5,51.1,Won,2024-04-11,2024-04-11,4,35,2024-05-16,732,Installment,10,IELTS,Advanced,0,Vy,Alpha,38,79064,0.347,1312.06,0.586
2363,5358,2024-04-15,TikTok,14.35,HN,Mobile,4,23.9,Demo,2024-04-15,2024-04-21,3,18,,0,,0,,,0,Vy,Beta,13,28081,0.723,0.0,0.767
2364,66108,2024-11-28,Google Ads,12.83,HN,Desktop,1,13.3,Won,2024-12-02,2024-12-04,4,43,2025-01-10,835,Installment,0,Business English,Beginner,0,My,Delta,8,58123,0.738,1297.66,0.34
2365,95018,2024-02-08,TikTok,4.65,HCM,Mobile,6,44.7,Contacted,2024-02-12,2024-02-16,8,3,,0,,0,,,0,Hoa,Gamma,7,52411,0.786,0.0,0.201
2366,33117,2024-11-09,Facebook,9.63,HN,Mobile,1,47.5,Negotiation,2024-11-13,2024-11-14,6,28,,0,,0,,,0,Vy,Beta,12,25582,0.893,0.0,0.386
2367,89700,2024-10-01,Google Ads,13.93,HCM,Desktop,1,35.1,Demo,2024-10-01,2024-10-05,2,16,,0,,0,,,0,Khanh,Gamma,40,58946,0.613,0.0,0.703
2368,32910,2024-03-28,Website,2.34,HCM,Desktop,5,15.7,Negotiation,2024-03-30,2024-04-02,2,42,,0,,0,,,0,Minh,Delta,46,37869,0.751,0.0,0.671
2369,99032,2024-07-29,Referral,8.04,DN,Desktop,1,2.5,Contacted,2024-07-30,2024-07-31,6,41,,0,,0,,,0,My,Delta,33,52252,0.275,0.0,0.174
2370,56754,2024-03-17,Google Ads,7.39,DN,Desktop,6,19.5,New,2024-03-20,2024-03-26,0,43,,0,,0,,,0,Hoa,Delta,2,73364,0.086,0.0,0.146
2371,63438,2024-03-17,Google Ads,6.74,HCM,Desktop,1,33.2,Won,2024-03-18,2024-03-20,7,23,2024-04-09,2644,Full,0,Communicative,Intermediate,1,Khanh,Beta,17,38241,0.986,4609.08,0.28
2372,30371,2024-01-28,Google Ads,12.7,HCM,Desktop,7,56.8,Won,2024-01-31,2024-02-06,2,32,2024-02-29,510,Installment,5,Communicative,Advanced,0,Duc,Beta,45,59937,0.859,562.82,0.007
2373,52501,2024-09-01,Google Ads,6.33,HCM,Mobile,7,61.5,Contacted,2024-09-01,2024-09-03,7,10,,0,,0,,,0,Khanh,Delta,29,55817,0.718,0.0,0.607
2374,61946,2024-03-06,Website,1.89,HN,Mobile,1,30.0,Lost,2024-03-08,2024-03-10,7,38,,0,,0,,,0,Khanh,Delta,21,46223,0.091,0.0,0.919
2375,39467,2024-09-22,Website,1.92,HN,Desktop,1,57.4,Contacted,2024-09-23,2024-09-23,1,38,,0,,0,,,0,Lan,Delta,11,60586,0.312,0.0,0.167
2376,18625,2024-07-23,Referral,1.6,HN,Mobile,6,71.5,Demo,2024-07-27,2024-08-02,2,13,,0,,0,,,0,Hoa,Alpha,32,50139,0.441,0.0,0.201
2377,34893,2024-02-27,Website,6.73,DN,Desktop,7,51.7,Won,2024-03-02,2024-03-04,9,15,2024-03-13,2533,Installment,10,Business English,Beginner,0,Hoa,Beta,18,39900,0.145,5329.12,0.655
2378,77329,2024-07-19,Website,11.06,HCM,Mobile,6,52.6,Contacted,2024-07-23,2024-07-26,0,28,,0,,0,,,0,Minh,Beta,32,62322,0.364,0.0,0.449
2379,32007,2024-08-12,Facebook,3.85,HN,Desktop,4,65.5,Contacted,2024-08-13,2024-08-16,5,13,,0,,0,,,0,Khanh,Beta,47,26909,0.008,0.0,0.733
2380,92302,2024-05-21,Facebook,10.05,HN,Desktop,5,24.7,Demo,2024-05-23,2024-05-25,2,35,,0,,0,,,0,Long,Gamma,25,28128,0.139,0.0,0.234
2381,40532,2024-03-24,TikTok,10.62,DN,Mobile,3,1.3,Demo,2024-03-26,2024-04-01,8,2,,0,,0,,,0,Khanh,Beta,35,31803,0.307,0.0,0.136
2382,55253,2024-05-22,Referral,4.57,DN,Desktop,7,71.1,New,2024-05-26,2024-05-27,0,1,,0,,0,,,0,Khanh,Alpha,11,22586,0.634,0.0,0.951
2383,13323,2024-12-17,Facebook,9.41,HCM,Mobile,4,35.6,New,2024-12-18,2024-12-24,7,41,,0,,0,,,0,Duc,Alpha,36,64171,0.731,0.0,0.944
2384,74379,2024-02-02,Referral,10.59,HCM,Mobile,6,56.7,Won,2024-02-06,2024-02-09,6,32,2024-03-05,2494,Installment,15,TOEIC,Beginner,1,Khanh,Gamma,11,48640,0.331,5202.31,0.841
2385,15210,2024-05-31,Referral,7.53,HN,Mobile,1,58.6,Contacted,2024-06-03,2024-06-04,6,30,,0,,0,,,0,Khanh,Beta,30,30918,0.748,0.0,0.774
2386,17456,2024-06-06,Google Ads,5.71,HN,Mobile,3,28.9,New,2024-06-09,2024-06-10,7,22,,0,,0,,,0,My,Alpha,8,76252,0.247,0.0,0.352
2387,32367,2024-05-20,Referral,9.67,HN,Mobile,2,39.2,Won,2024-05-21,2024-05-27,8,4,2024-05-24,537,Installment,10,Business English,Beginner,0,Long,Gamma,7,25840,0.797,641.2,0.112
2388,55624,2024-09-07,Google Ads,14.69,HN,Mobile,3,39.1,Contacted,2024-09-10,2024-09-11,7,24,,0,,0,,,0,Long,Gamma,11,53330,0.933,0.0,0.469
2389,11106,2024-10-29,TikTok,6.98,HN,Mobile,4,16.2,Contacted,2024-10-29,2024-10-31,5,14,,0,,0,,,0,Duc,Alpha,10,77208,0.058,0.0,0.233
2390,69008,2024-04-21,TikTok,6.48,DN,Mobile,5,8.9,Lost,2024-04-21,2024-04-26,0,17,,0,,0,,,0,Minh,Alpha,19,32982,0.708,0.0,0.239
2391,73240,2024-05-23,TikTok,7.5,HCM,Mobile,4,39.4,Won,2024-05-23,2024-05-23,0,14,2024-06-06,2935,Full,5,Communicative,Advanced,0,Lan,Gamma,38,42573,0.097,4889.35,0.714
2392,65315,2024-07-27,Google Ads,2.07,DN,Mobile,5,9.1,New,2024-07-30,2024-08-05,6,40,,0,,0,,,0,Minh,Gamma,8,71213,0.167,0.0,0.163
2393,70249,2024-08-11,Google Ads,8.74,HCM,Desktop,5,25.2,Won,2024-08-13,2024-08-15,2,39,2024-09-19,2781,Installment,15,Business English,Intermediate,0,Hoa,Delta,5,23961,0.742,3064.3,0.782
2394,71587,2024-02-12,TikTok,5.6,HCM,Mobile,6,13.8,Won,2024-02-12,2024-02-15,2,41,2024-03-24,716,Installment,10,TOEIC,Advanced,1,Khanh,Alpha,13,28946,0.133,1232.24,0.597
2395,11756,2024-09-20,Google Ads,2.7,HCM,Mobile,5,51.0,Negotiation,2024-09-24,2024-09-27,8,27,,0,,0,,,0,Duc,Gamma,18,31101,0.445,0.0,0.321
2396,69011,2024-08-31,Website,7.53,DN,Desktop,2,62.8,Demo,2024-09-02,2024-09-05,9,21,,0,,0,,,0,Vy,Gamma,29,56953,0.24,0.0,0.111
2397,37378,2024-01-03,Website,1.05,HN,Desktop,3,41.8,Contacted,2024-01-04,2024-01-07,3,40,,0,,0,,,0,Long,Alpha,5,62911,0.546,0.0,0.382
2398,5255,2024-05-04,Google Ads,6.62,HCM,Desktop,4,29.8,New,2024-05-07,2024-05-12,2,35,,0,,0,,,0,Hoa,Alpha,18,35622,0.867,0.0,0.823
2399,15484,2024-09-24,Google Ads,2.48,HCM,Desktop,4,71.8,Negotiation,2024-09-28,2024-09-28,1,26,,0,,0,,,0,Vy,Delta,44,78839,0.704,0.0,0.544
2400,57549,2024-03-24,Facebook,1.34,DN,Mobile,5,2.0,Won,2024-03-25,2024-03-31,4,31,2024-04-24,263,Full,10,Business English,Beginner,1,Vy,Alpha,45,53450,0.347,329.53,0.995
2401,35503,2024-01-16,Facebook,12.54,DN,Mobile,6,22.3,Negotiation,2024-01-19,2024-01-24,8,33,,0,,0,,,0,Minh,Delta,37,45408,0.106,0.0,0.659
2402,74794,2024-11-29,Referral,13.83,HN,Mobile,2,20.4,Contacted,2024-12-02,2024-12-03,7,11,,0,,0,,,0,My,Gamma,39,42932,0.914,0.0,0.59
2403,46113,2024-02-28,Referral,3.91,HN,Desktop,2,26.0,Contacted,2024-03-03,2024-03-05,7,16,,0,,0,,,0,Vy,Beta,29,69369,0.319,0.0,0.108
2404,75069,2024-06-25,Referral,8.55,HCM,Desktop,1,17.0,Demo,2024-06-28,2024-07-01,0,6,,0,,0,,,0,Hoa,Gamma,30,54461,0.984,0.0,0.369
2405,99117,2024-03-03,TikTok,4.89,DN,Mobile,2,19.4,Negotiation,2024-03-06,2024-03-07,8,34,,0,,0,,,0,Lan,Gamma,25,21272,0.363,0.0,0.721
2406,6249,2024-02-18,Website,7.91,HN,Desktop,5,18.9,New,2024-02-21,2024-02-23,7,41,,0,,0,,,0,Khanh,Alpha,20,46137,0.369,0.0,0.658
2407,20201,2024-11-02,TikTok,7.11,HN,Mobile,5,36.7,Negotiation,2024-11-04,2024-11-04,2,32,,0,,0,,,0,Duc,Gamma,46,66434,0.376,0.0,0.767
2408,59576,2024-09-02,Google Ads,4.77,HN,Desktop,7,28.5,Negotiation,2024-09-02,2024-09-06,7,21,,0,,0,,,0,Minh,Alpha,25,42844,0.552,0.0,0.878
2409,10686,2024-10-15,Facebook,10.81,DN,Desktop,3,46.2,Contacted,2024-10-19,2024-10-19,8,29,,0,,0,,,0,Khanh,Beta,43,56147,0.492,0.0,0.858
2410,54363,2024-10-12,Google Ads,2.77,DN,Mobile,5,37.3,Contacted,2024-10-14,2024-10-18,1,11,,0,,0,,,0,Hoa,Delta,33,67032,0.755,0.0,0.11
2411,98543,2024-11-27,Google Ads,1.74,DN,Mobile,3,13.6,Contacted,2024-12-01,2024-12-04,0,5,,0,,0,,,0,Vy,Alpha,9,67005,0.699,0.0,0.296
2412,1661,2024-01-15,Facebook,11.75,DN,Mobile,2,58.4,Won,2024-01-17,2024-01-18,0,27,2024-02-11,458,Installment,15,IELTS,Advanced,0,Vy,Alpha,46,28229,0.54,758.01,0.93
2413,45843,2024-12-03,Google Ads,10.32,DN,Desktop,1,34.3,Demo,2024-12-06,2024-12-11,0,28,,0,,0,,,0,Lan,Delta,31,23686,0.04,0.0,0.469
2414,96673,2024-09-11,Referral,7.98,HCM,Desktop,7,11.5,Demo,2024-09-14,2024-09-15,4,31,,0,,0,,,0,My,Alpha,4,56259,0.59,0.0,0.581
2415,61963,2024-04-01,Facebook,7.55,HCM,Mobile,6,12.4,Negotiation,2024-04-03,2024-04-05,1,11,,0,,0,,,0,Hoa,Alpha,34,40938,0.505,0.0,0.926
2416,43828,2024-10-05,Google Ads,7.96,DN,Mobile,4,57.5,Contacted,2024-10-08,2024-10-12,3,13,,0,,0,,,0,Lan,Alpha,6,41297,0.946,0.0,0.424
2417,49604,2024-07-24,Referral,7.12,HCM,Mobile,5,50.8,New,2024-07-24,2024-07-30,0,43,,0,,0,,,0,Lan,Delta,13,29677,0.598,0.0,0.93
2418,11526,2024-04-03,Referral,6.5,DN,Desktop,2,36.7,Negotiation,2024-04-07,2024-04-11,1,6,,0,,0,,,0,My,Beta,16,45099,0.914,0.0,0.355
2419,69910,2024-08-12,Website,8.0,HCM,Desktop,5,22.4,Negotiation,2024-08-15,2024-08-17,6,27,,0,,0,,,0,Minh,Delta,11,36669,0.057,0.0,0.404
2420,26592,2024-10-27,Referral,8.4,HCM,Mobile,3,33.4,Contacted,2024-10-28,2024-10-29,8,30,,0,,0,,,0,My,Delta,13,21998,0.031,0.0,0.708
2421,29982,2024-11-13,TikTok,10.69,HN,Mobile,2,46.0,New,2024-11-15,2024-11-20,5,19,,0,,0,,,0,Duc,Delta,6,58581,0.539,0.0,0.997
2422,1207,2024-07-17,Facebook,10.96,DN,Mobile,4,63.4,Negotiation,2024-07-19,2024-07-20,9,14,,0,,0,,,0,My,Gamma,14,38085,0.285,0.0,0.357
2423,89733,2024-09-27,Facebook,6.29,HCM,Desktop,3,40.2,Negotiation,2024-09-30,2024-10-02,9,9,,0,,0,,,0,Lan,Gamma,32,21516,0.762,0.0,0.25
2424,99936,2024-08-21,Facebook,6.79,HCM,Desktop,2,20.3,New,2024-08-23,2024-08-28,4,28,,0,,0,,,0,Hoa,Alpha,20,75033,0.948,0.0,0.535
2425,69619,2024-02-15,Google Ads,6.23,HN,Mobile,6,3.6,Negotiation,2024-02-16,2024-02-21,9,28,,0,,0,,,0,Khanh,Alpha,41,46328,0.156,0.0,0.392
2426,30328,2024-03-04,Google Ads,8.51,HCM,Desktop,6,13.0,Won,2024-03-06,2024-03-10,6,25,2024-03-29,1358,Installment,0,IELTS,Advanced,0,My,Gamma,29,63074,0.922,3152.24,0.807
2427,47479,2024-08-17,TikTok,7.35,HN,Mobile,4,47.0,Contacted,2024-08-18,2024-08-24,8,26,,0,,0,,,0,My,Delta,38,79138,0.638,0.0,0.661
2428,21103,2024-09-05,Referral,13.45,HCM,Mobile,6,12.0,Demo,2024-09-07,2024-09-13,1,4,,0,,0,,,0,Duc,Delta,25,62198,0.689,0.0,0.723
2429,40891,2024-09-02,Google Ads,10.75,HN,Mobile,3,34.9,Negotiation,2024-09-04,2024-09-09,5,3,,0,,0,,,0,Minh,Beta,12,36429,0.296,0.0,0.401
2430,11754,2024-03-15,Referral,13.58,HN,Desktop,4,50.5,Contacted,2024-03-16,2024-03-19,2,34,,0,,0,,,0,Vy,Alpha,28,56529,0.494,0.0,0.516
2431,82437,2024-06-05,Referral,10.93,DN,Mobile,2,22.5,Won,2024-06-09,2024-06-11,9,21,2024-06-26,309,Installment,15,TOEIC,Advanced,0,Vy,Alpha,23,53993,0.793,350.07,0.175
2432,99540,2024-08-10,Google Ads,14.59,DN,Mobile,3,48.3,Won,2024-08-10,2024-08-11,9,17,2024-08-27,736,Full,0,IELTS,Advanced,0,Long,Beta,44,63801,0.795,1227.04,0.222
2433,73982,2024-07-08,Google Ads,9.9,HCM,Desktop,6,42.0,Won,2024-07-09,2024-07-12,3,38,2024-08-15,832,Full,10,IELTS,Advanced,0,Khanh,Alpha,30,50270,0.767,1542.11,0.58
2434,56922,2024-02-21,TikTok,14.49,DN,Mobile,1,31.9,Contacted,2024-02-21,2024-02-27,4,34,,0,,0,,,0,Lan,Gamma,27,46080,0.67,0.0,0.459
2435,49231,2024-03-28,Website,3.21,DN,Mobile,5,64.7,Won,2024-03-30,2024-04-02,4,44,2024-05-11,2978,Full,15,Communicative,Beginner,0,Lan,Alpha,24,43580,0.414,7273.28,0.647
2436,30301,2024-11-08,Facebook,1.73,DN,Mobile,6,50.0,Demo,2024-11-12,2024-11-16,9,12,,0,,0,,,0,My,Alpha,29,65494,0.36,0.0,0.885
2437,92652,2024-12-04,Google Ads,9.11,HCM,Mobile,1,26.3,Contacted,2024-12-05,2024-12-11,7,25,,0,,0,,,0,Lan,Alpha,16,75542,0.036,0.0,0.745
2438,63711,2024-03-06,Google Ads,14.77,HCM,Desktop,4,58.0,Contacted,2024-03-10,2024-03-15,4,21,,0,,0,,,0,Duc,Beta,4,67808,0.897,0.0,0.83
2439,42323,2024-05-29,Referral,6.85,DN,Desktop,2,53.3,Won,2024-05-30,2024-06-05,1,18,2024-06-16,1816,Full,10,IELTS,Beginner,0,Long,Gamma,23,31731,0.733,2098.46,0.876
2440,19752,2024-01-20,Website,3.97,DN,Mobile,7,57.1,Demo,2024-01-23,2024-01-25,1,36,,0,,0,,,0,Vy,Delta,36,34919,0.392,0.0,0.608
2441,98912,2024-02-02,Google Ads,8.3,HCM,Desktop,5,46.3,Won,2024-02-03,2024-02-06,0,6,2024-02-08,1651,Full,10,Communicative,Intermediate,0,My,Beta,47,45191,0.052,3698.61,0.958
2442,83205,2024-11-23,Website,10.08,DN,Desktop,2,27.6,Contacted,2024-11-23,2024-11-23,1,20,,0,,0,,,0,Lan,Alpha,20,23675,0.245,0.0,0.816
2443,99452,2024-10-07,Facebook,5.41,HN,Desktop,4,25.4,Won,2024-10-10,2024-10-13,0,20,2024-10-27,1113,Installment,15,Business English,Beginner,0,Khanh,Delta,1,29822,0.676,1582.85,0.546
2444,14395,2024-02-15,Referral,11.01,HCM,Desktop,2,47.3,New,2024-02-17,2024-02-20,2,32,,0,,0,,,0,Khanh,Beta,23,34463,0.762,0.0,0.081
2445,86957,2024-03-13,TikTok,14.65,HCM,Desktop,3,9.9,New,2024-03-14,2024-03-17,4,31,,0,,0,,,0,Long,Delta,24,53469,0.93,0.0,0.715
2446,57273,2024-12-19,Facebook,13.56,HN,Desktop,3,59.1,Lost,2024-12-19,2024-12-21,2,20,,0,,0,,,0,Lan,Gamma,9,46190,0.737,0.0,0.696
2447,92878,2024-11-08,Website,5.08,DN,Desktop,6,27.0,New,2024-11-10,2024-11-14,6,30,,0,,0,,,0,My,Alpha,12,62111,0.654,0.0,0.332
2448,5895,2024-12-08,Website,5.57,HN,Desktop,6,45.6,Demo,2024-12-08,2024-12-12,9,3,,0,,0,,,0,Duc,Delta,33,29035,0.922,0.0,0.348
2449,77559,2024-05-12,Facebook,6.2,DN,Mobile,6,36.2,Won,2024-05-14,2024-05-14,1,20,2024-06-01,1022,Installment,0,Communicative,Beginner,1,Vy,Beta,3,72086,0.351,2530.6,0.703
2450,11699,2024-02-24,Website,6.52,DN,Mobile,6,37.6,Won,2024-02-25,2024-03-01,4,8,2024-03-03,1142,Installment,15,IELTS,Beginner,0,Hoa,Delta,17,73026,0.848,2095.29,0.729
2451,66061,2024-03-01,TikTok,2.4,HCM,Mobile,4,53.3,Demo,2024-03-05,2024-03-05,2,21,,0,,0,,,0,My,Gamma,2,61011,0.737,0.0,0.613
2452,10715,2024-12-10,TikTok,11.67,HCM,Mobile,2,45.3,Negotiation,2024-12-12,2024-12-18,1,23,,0,,0,,,0,My,Alpha,32,58212,0.425,0.0,0.231
2453,20169,2024-01-08,Website,6.11,DN,Mobile,6,18.4,Negotiation,2024-01-12,2024-01-15,3,1,,0,,0,,,0,Khanh,Delta,47,66068,0.578,0.0,0.832
2454,17163,2024-09-28,Website,13.32,HN,Mobile,4,5.8,New,2024-09-30,2024-10-06,8,2,,0,,0,,,0,Minh,Delta,3,27936,0.195,0.0,0.96
2455,6782,2024-09-02,TikTok,13.98,HCM,Mobile,7,60.6,Contacted,2024-09-06,2024-09-09,8,10,,0,,0,,,0,Duc,Alpha,5,20226,0.093,0.0,0.32
2456,89177,2024-06-24,Website,1.34,DN,Mobile,5,63.8,Contacted,2024-06-25,2024-06-28,5,37,,0,,0,,,0,Hoa,Alpha,23,79829,0.287,0.0,0.935
2457,85328,2024-04-25,Google Ads,14.84,HCM,Desktop,6,12.3,Contacted,2024-04-25,2024-04-25,6,30,,0,,0,,,0,Minh,Beta,47,32866,0.314,0.0,0.294
2458,36585,2024-11-12,Referral,10.94,HCM,Mobile,2,22.6,Contacted,2024-11-13,2024-11-17,0,44,,0,,0,,,0,Khanh,Alpha,9,78130,0.545,0.0,0.182
2459,31682,2024-09-27,Google Ads,8.29,HCM,Mobile,3,20.7,Contacted,2024-09-29,2024-09-29,2,24,,0,,0,,,0,Duc,Delta,21,64100,0.139,0.0,0.421
2460,48864,2024-07-11,Website,6.45,HN,Desktop,1,67.5,Contacted,2024-07-14,2024-07-19,1,32,,0,,0,,,0,Duc,Beta,14,51884,0.148,0.0,0.433
2461,85416,2024-05-29,Website,8.26,HN,Desktop,7,15.1,Contacted,2024-05-29,2024-06-02,8,30,,0,,0,,,0,Vy,Alpha,39,27236,0.061,0.0,0.86
2462,56114,2024-05-10,Referral,5.54,DN,Mobile,3,12.4,Demo,2024-05-14,2024-05-14,9,38,,0,,0,,,0,Khanh,Alpha,21,42823,0.985,0.0,0.602
2463,39067,2024-04-11,Website,9.72,HN,Mobile,2,13.5,Contacted,2024-04-11,2024-04-15,7,14,,0,,0,,,0,Duc,Gamma,28,63460,0.392,0.0,0.046
2464,43685,2024-11-05,Referral,2.3,DN,Mobile,2,52.7,Won,2024-11-05,2024-11-05,2,3,2024-11-08,2962,Full,15,TOEIC,Beginner,0,Khanh,Gamma,14,28429,0.17,6604.92,0.35
2465,19073,2024-09-26,TikTok,9.7,DN,Desktop,7,64.0,Won,2024-09-27,2024-10-01,9,25,2024-10-21,2383,Installment,10,IELTS,Intermediate,0,Long,Gamma,35,38661,0.948,3652.83,0.031
2466,37035,2024-10-18,Referral,4.85,HCM,Mobile,2,28.6,Contacted,2024-10-20,2024-10-26,7,7,,0,,0,,,0,Duc,Gamma,39,76558,0.078,0.0,0.075
2467,65977,2024-07-28,Referral,1.25,HCM,Desktop,2,10.2,New,2024-07-29,2024-07-31,9,17,,0,,0,,,0,Khanh,Beta,40,46125,0.069,0.0,0.663
2468,91373,2024-12-26,Google Ads,8.74,HN,Mobile,6,42.4,Negotiation,2024-12-28,2024-12-30,7,41,,0,,0,,,0,Duc,Gamma,47,39983,0.999,0.0,0.2
2469,84362,2024-12-03,Website,9.1,DN,Desktop,5,15.5,Won,2024-12-06,2024-12-07,7,27,2024-12-30,977,Installment,15,TOEIC,Intermediate,0,Long,Delta,2,46688,0.46,1804.57,0.544
2470,91517,2024-03-07,TikTok,6.97,DN,Desktop,1,5.1,New,2024-03-08,2024-03-13,3,38,,0,,0,,,0,Lan,Gamma,23,28457,0.445,0.0,0.379
2471,66450,2024-01-10,Facebook,2.01,HCM,Desktop,6,63.9,New,2024-01-13,2024-01-19,6,38,,0,,0,,,0,Lan,Gamma,36,26000,0.305,0.0,0.089
2472,11382,2024-02-18,Referral,13.51,HCM,Mobile,3,62.8,Contacted,2024-02-20,2024-02-24,9,23,,0,,0,,,0,Vy,Gamma,36,66737,0.507,0.0,0.913
2473,5437,2024-04-20,Facebook,9.56,HCM,Mobile,5,70.3,Negotiation,2024-04-20,2024-04-24,7,32,,0,,0,,,0,Hoa,Gamma,11,77807,0.792,0.0,0.363
2474,71971,2024-11-16,Website,2.62,HN,Desktop,7,34.4,Lost,2024-11-19,2024-11-24,9,2,,0,,0,,,0,Hoa,Gamma,1,59272,0.892,0.0,0.92
2475,65612,2024-08-06,Referral,8.15,DN,Desktop,4,21.5,Won,2024-08-09,2024-08-14,4,11,2024-08-17,1910,Full,0,Business English,Beginner,1,Vy,Alpha,13,40446,0.707,3986.11,0.421
2476,91355,2024-02-26,Facebook,7.96,DN,Desktop,2,55.5,Demo,2024-02-28,2024-03-03,8,34,,0,,0,,,0,Vy,Delta,36,43227,0.101,0.0,0.934
2477,62929,2024-10-09,Google Ads,1.85,DN,Mobile,7,13.4,Negotiation,2024-10-11,2024-10-12,8,34,,0,,0,,,0,Khanh,Alpha,23,64235,0.324,0.0,0.549
2478,98518,2024-04-22,Facebook,9.5,HCM,Desktop,3,17.9,Contacted,2024-04-23,2024-04-23,2,7,,0,,0,,,0,Vy,Gamma,12,21807,0.953,0.0,0.517
2479,99864,2024-05-12,Google Ads,12.32,HN,Mobile,4,18.8,Negotiation,2024-05-13,2024-05-19,2,10,,0,,0,,,0,Vy,Alpha,6,73719,0.437,0.0,0.391
2480,13329,2024-03-11,TikTok,11.49,HN,Mobile,1,68.5,Contacted,2024-03-13,2024-03-18,7,25,,0,,0,,,0,Vy,Beta,14,22239,0.899,0.0,0.859
2481,26169,2024-03-23,Website,3.84,HCM,Desktop,3,52.7,Contacted,2024-03-26,2024-03-28,6,2,,0,,0,,,0,Lan,Alpha,22,38875,0.695,0.0,0.633
2482,88468,2024-02-26,Facebook,13.07,HN,Desktop,7,10.1,Contacted,2024-03-01,2024-03-02,8,30,,0,,0,,,0,Hoa,Delta,37,25972,0.196,0.0,0.049
2483,35594,2024-12-14,Referral,5.8,HN,Mobile,5,7.1,Negotiation,2024-12-15,2024-12-21,1,17,,0,,0,,,0,Khanh,Delta,31,37466,0.916,0.0,0.823
2484,77957,2024-09-27,Website,14.25,DN,Mobile,6,60.8,Won,2024-09-29,2024-10-01,1,29,2024-10-26,302,Installment,0,Business English,Advanced,0,Duc,Delta,24,59152,0.665,525.8,0.432
2485,61631,2024-04-20,Facebook,2.0,HCM,Mobile,4,57.9,Demo,2024-04-24,2024-04-27,6,18,,0,,0,,,0,Lan,Alpha,6,79766,0.103,0.0,0.709
2486,46033,2024-12-22,Referral,7.81,HCM,Desktop,3,48.5,New,2024-12-26,2024-12-27,7,35,,0,,0,,,0,My,Beta,4,64943,0.382,0.0,0.438
2487,64133,2024-03-16,Referral,9.36,HCM,Mobile,6,14.5,New,2024-03-20,2024-03-21,2,17,,0,,0,,,0,My,Beta,40,54648,0.934,0.0,0.617
2488,74165,2024-06-06,Referral,4.47,HCM,Mobile,6,34.8,Contacted,2024-06-10,2024-06-16,0,22,,0,,0,,,0,Vy,Alpha,39,49117,0.754,0.0,0.945
2489,74861,2024-01-20,Referral,11.8,DN,Desktop,6,43.6,Contacted,2024-01-20,2024-01-22,9,25,,0,,0,,,0,Khanh,Alpha,34,64692,0.311,0.0,0.539
2490,53290,2024-05-10,Facebook,9.78,HN,Mobile,5,67.1,Demo,2024-05-11,2024-05-15,6,20,,0,,0,,,0,Vy,Beta,21,20259,0.71,0.0,0.074
2491,95031,2024-11-24,TikTok,1.25,HN,Desktop,2,12.6,New,2024-11-28,2024-12-01,5,16,,0,,0,,,0,Khanh,Alpha,29,56854,0.359,0.0,0.758
2492,32750,2024-05-01,Google Ads,9.52,DN,Desktop,3,37.4,Negotiation,2024-05-05,2024-05-07,0,25,,0,,0,,,0,Minh,Gamma,34,44229,0.094,0.0,0.344
2493,96155,2024-02-10,Google Ads,7.88,HN,Desktop,6,11.8,Negotiation,2024-02-12,2024-02-13,8,15,,0,,0,,,0,Vy,Beta,26,64439,0.486,0.0,0.678
2494,41461,2024-06-15,Google Ads,3.74,HCM,Desktop,2,32.2,Contacted,2024-06-17,2024-06-21,5,37,,0,,0,,,0,Long,Gamma,41,60005,0.155,0.0,0.154
2495,74800,2024-05-09,TikTok,14.94,DN,Desktop,6,14.8,Demo,2024-05-09,2024-05-12,4,15,,0,,0,,,0,Hoa,Gamma,6,26760,0.379,0.0,0.566
2496,79222,2024-01-23,Referral,13.56,DN,Desktop,4,60.3,New,2024-01-27,2024-01-31,2,15,,0,,0,,,0,Long,Alpha,27,70438,0.439,0.0,0.35
2497,25226,2024-10-05,Referral,5.1,HCM,Desktop,7,18.7,Demo,2024-10-05,2024-10-07,8,18,,0,,0,,,0,Khanh,Gamma,38,55327,0.418,0.0,0.318
2498,7721,2024-09-07,Website,8.57,HCM,Desktop,4,30.3,Won,2024-09-09,2024-09-13,6,37,2024-10-14,1625,Full,0,Business English,Beginner,1,Khanh,Beta,13,42851,0.578,2005.54,0.337
2499,57154,2024-01-09,Google Ads,5.43,HCM,Desktop,4,29.7,Negotiation,2024-01-10,2024-01-11,3,1,,0,,0,,,0,Long,Beta,24,53187,0.465,0.0,0.756
2500,21609,2024-01-13,Google Ads,11.86,HN,Mobile,2,62.4,New,2024-01-16,2024-01-17,0,33,,0,,0,,,0,Hoa,Beta,18,35217,0.112,0.0,0.743
